origin,dest,count
3687,1637,51
3687,1921,1
3687,2152,48
3688,2169,3
3689,2155,2
3689,2186,2
3691,1004,40
3691,1249,27
3691,1313,67
3691,2078,41
3691,2127,85
3691,2158,66
3692,1613,3
3692,2159,4
3692,3203,41
3693,692,90
3693,1076,103
3693,1576,89
3693,2111,7
3693,2127,105
3693,2159,69
3693,2160,4
3693,2176,49
3693,2337,42
3693,3170,11
3697,2068,7
3697,2193,2
3698,5,72
3698,2166,2
3701,1037,2
3701,1475,56
3701,2169,2
3701,2216,2
3702,3246,1
3703,2173,15
3705,1567,110
3705,1999,74
3705,2032,13
3705,2122,51
3705,2125,2
3705,2176,2
3705,2186,63
3705,2331,20
3705,2873,47
3709,866,1
3709,2180,2
3711,2109,2
3711,2182,1
3712,115,2
3712,1749,70
3712,2125,107
3712,2221,58
3712,2258,8
3712,2337,10
3712,3046,2
3712,3345,5
3712,3383,65
3712,3515,5
3715,160,8
3715,2068,113
3715,2189,2
3718,987,29
3718,1357,29
3718,1516,37
3718,1654,42
3718,2071,134
3718,2085,2
3718,2100,8
3718,2114,34
3718,2162,66
3718,2169,26
3718,2170,2
3718,2192,1
3718,2337,58
3718,3147,59
3718,3481,40
3719,1342,54
3719,1343,28
3719,2193,1
3720,1252,57
3720,1465,46
3720,2013,18
3720,2194,5
3721,2195,4
3721,2258,3
3722,990,32
3722,2196,2
3724,1973,49
3724,2271,1
3724,2278,1
3725,2201,40
3726,2210,3
3726,3362,1
3727,1167,63
3727,1246,74
3727,1512,28
3727,1576,42
3727,1859,24
3727,1999,82
3727,2109,107
3727,2201,33
3727,2203,43
3727,2747,16
3727,3593,93
3728,2204,5
3729,1587,2
3729,2205,5
3729,2221,3
3730,1082,75
3730,1640,2
3730,1782,4
3730,2163,1
3730,2206,1
3730,2284,75
3731,2103,2
3731,2207,1
3732,2207,1
3732,2208,2
3733,746,6
3733,1489,4
3733,1776,2
3733,2193,4
3733,2210,1
3733,2336,1
3734,2129,5
3734,2157,4
3734,2198,3
3734,2252,1
3734,2313,4
3735,1307,32
3735,2212,1
3736,2232,11
3736,2330,1
3736,3108,1
3739,1662,3
3739,2162,2
3739,2252,4
3739,2337,2
3739,2873,1
3740,2218,10
3741,37,16
3741,47,14
3741,108,4
3741,431,24
3741,526,19
3741,633,21
3741,934,9
3741,999,23
3741,2059,24
3741,2089,7
3741,2186,4
3741,2219,1
3741,2331,4
3741,2595,18
3741,3362,57
3741,3383,3
3742,1749,86
3742,2221,2
3743,2222,1
3744,160,9
3744,990,41
3744,1455,5
3744,1610,30
3744,1640,5
3744,2068,95
3744,2159,46
3744,2193,61
3744,2271,2
3744,3712,23
3745,254,34
3745,1838,8
3745,2227,1
3746,3362,2
3747,2299,6
3748,2232,5
3748,3378,1
3749,2233,5
3751,2236,5
3753,1796,26
3753,2238,5
3754,1954,11
3754,2270,1
3754,2339,4
3755,2241,6
3756,2242,5
3757,2336,5
3759,1849,9
3759,1970,2
3759,2245,5
3760,3712,8
3761,2248,2
3761,2305,1
3762,2249,4
3763,560,6
3763,2235,5
3763,2250,5
3765,2252,6
3766,2184,3
3766,2253,63
3766,3108,2
3766,3808,2
3769,829,56
3769,2256,5
3770,2257,4
3770,3421,71
3771,2336,31
3772,2336,4
3773,2261,5
3774,2262,4
3776,2268,5
3776,2338,43
3777,2268,1
3779,172,38
3779,1778,12
3779,1794,19
3779,2276,5
3779,3026,37
3780,2278,2
3780,2295,3
3781,1796,1
3781,2280,4
3784,1285,51
3784,1942,13
3784,2293,3
3784,2325,19
3784,3793,20
3785,3357,3
3786,2078,17
3786,2697,13
3786,3362,6
3788,1627,13
3788,2293,3
3789,2294,2
3791,3357,2
3793,1057,68
3793,1586,2
3793,1757,38
3793,2047,6
3793,2240,5
3793,2293,2
3793,2306,73
3793,2323,48
3793,2776,2
3793,3108,18
3793,3345,54
3793,3426,5
3793,3515,58
3794,2302,1
3795,2088,8
3795,2089,6
3795,2186,10
3795,2215,1
3795,3383,2
3796,441,50
3796,1057,51
3796,1544,56
3796,1739,25
3796,1840,13
3796,2306,3
3799,1544,5
3799,1669,17
3799,2175,23
3799,3761,1
3800,2339,3
3801,337,49
3801,486,78
3801,943,14
3801,1144,15
3801,2232,21
3801,2267,1
3801,2281,4
3801,2323,20
3801,2331,34
3801,2612,1
3801,3362,66
3802,1776,22
3802,2331,1
3803,909,1
3803,1373,257
3803,1493,43
3803,2299,4
3803,2316,1
3803,3383,73
3804,2335,2
3806,2319,1
3807,2207,4
3807,2320,1
3808,1224,6
3808,1539,2
3808,2253,2
3808,2331,1
3809,1626,43
3809,2181,1
3809,2323,1
3809,2325,2
3809,2335,3
3810,1678,68
3810,2251,5
3810,2324,1
3811,2327,1
3811,2330,31
3813,2330,2
3814,81,15
3814,2214,1
3814,2328,31
3814,2331,1
3815,53,6
3815,591,58
3815,1851,29
3815,2244,5
3815,2252,1
3815,2254,5
3815,2292,4
3815,3357,66
3815,3362,1
3815,3378,20
3815,3671,1
3816,1455,75
3816,1750,86
3816,3712,2
3817,2310,3
3817,2313,1
3817,2324,1
3817,2328,2
3817,2335,1
3818,2336,4
3819,2264,5
3819,2306,1
3819,2308,3
3819,2318,3
3819,2338,2
3819,3463,1
3820,2237,3
3820,2270,3
3820,2340,1
3821,2345,43
3822,1975,10
3822,2347,1
3823,75,47
3823,2348,2
