origin,dest,count
3848,2203,55
3848,2214,3
3848,2253,31
3849,2215,2
3851,1802,40
3851,1854,16
3851,2024,12
3851,2197,24
3851,2217,2
3852,111,13
3852,1825,25
3852,1962,16
3852,2169,29
3852,2208,3
3852,2218,2
3852,2287,20
3852,2980,34
3852,3772,27
3856,2848,4
3862,695,3
3862,2232,2
3863,2259,1
3865,2331,5
3865,2417,3
3865,2462,3
3867,2164,52
3867,2241,11
3867,2307,4
3867,2328,1
3868,2463,4
3869,2244,4
3870,803,13
3870,2030,13
3870,2050,28
3870,2245,10
3870,3018,24
3874,2249,3
3874,3917,8
3875,1252,3
3875,2249,3
3875,2250,3
3875,2283,27
3875,2912,31
3877,1042,2
3877,2252,1
3877,2431,25
3878,2253,5
3878,2256,61
3879,1219,25
3879,1265,20
3879,1314,49
3879,1556,45
3879,1791,72
3879,2254,3
3879,2255,61
3879,2256,67
3879,2274,56
3879,2328,8
3879,2735,25
3879,2815,113
3880,2203,31
3880,2255,6
3881,1198,21
3881,2256,3
3883,1539,19
3883,1544,18
3883,1556,24
3883,1930,1
3883,2077,2
3883,2215,2
3883,2259,2
3883,2260,1
3883,2302,3
3883,2339,5
3883,2340,4
3883,2346,22
3883,2994,24
3883,2997,16
3883,3476,3
3884,495,1
3884,2083,13
3884,2242,113
3884,2260,2
3885,2264,3
3886,1011,1
3886,1875,22
3886,1903,16
3886,1978,1
3886,3952,45
3889,1907,3
3889,2259,19
3889,2269,4
3890,974,42
3890,1456,53
3890,2216,7
3890,2239,49
3890,2269,34
3890,2270,4
3890,2288,24
3890,2340,43
3890,2463,20
3890,2883,11
3891,2287,3
3892,1085,80
3892,2273,9
3893,1488,13
3893,1568,21
3893,1788,32
3893,2180,23
3893,2239,44
3893,2274,28
3894,2139,6
3894,2143,1
3894,2275,2
3894,2302,2
3895,1802,20
3895,2276,2
3896,2164,7
3896,2311,2
3902,24,98
3902,2283,2
3903,1875,1
3903,2912,1
3904,1429,2
3904,1759,26
3904,2287,2
3904,2338,2
3906,2289,2
3907,2290,27
3910,2077,34
3910,2117,13
3910,2229,27
3910,2231,2
3910,2288,2
3910,2302,32
3910,2339,61
3910,2346,4
3910,2456,20
3910,2799,4
3910,2808,24
3914,1577,1
3914,2298,2
3915,2210,2
3915,2299,1
3917,127,2
3917,831,75
3917,2231,107
3917,2345,66
3917,2380,8
3917,2463,10
3917,2846,2
3917,2971,5
3917,2995,85
3917,3661,5
3918,2190,2
3918,2246,11
3918,3351,5
3920,178,8
3920,2164,113
3920,2307,3
3923,1352,16
3923,1407,42
3923,1503,15
3923,1854,37
3923,2169,96
3923,2181,2
3923,2201,8
3923,2218,16
3923,2260,5
3923,2280,40
3923,2286,2
3923,2287,13
3923,2310,1
3923,2463,28
3923,2876,33
3923,2924,6
3923,3476,21
3924,1599,24
3924,1607,13
3924,2311,1
3925,2230,4
3925,2312,2
3925,2994,22
3926,2153,4
3926,2266,1
3926,2314,2
3927,1296,55
3927,1701,55
3927,2095,18
3927,2315,5
3928,2316,4
3928,2380,3
3929,1350,34
3929,2317,2
3930,2233,2
3930,2318,5
3930,2345,3
3931,1578,31
3931,1634,33
3931,1806,13
3931,2077,46
3931,2210,78
3931,2319,20
3931,2321,50
3931,2340,23
3931,2346,17
3931,3032,16
3931,3772,44
3932,2320,5
3933,2321,20
3934,2331,3
3934,2982,1
3936,2050,55
3936,2397,1
3936,2401,1
3937,2289,2
3937,2327,1
3938,1084,4
3938,1621,34
3938,2139,2
3938,2278,1
3938,2328,1
3938,2413,89
3939,2327,1
3939,2329,2
3940,496,6
3940,683,4
3940,1042,2
3940,2311,4
3940,2331,1
3940,2462,1
3941,2237,5
3941,2267,4
3941,2324,3
3941,2379,1
3941,2436,4
3942,1635,17
3942,2333,5
3944,2359,12
3944,2458,1
3944,2863,1
3946,1986,3
3946,2280,2
3946,2379,4
3946,2463,2
3946,2808,1
3947,407,131
3947,2125,8
3947,2190,227
3947,2339,2
3948,2341,10
3949,48,16
3949,58,14
3949,118,4
3949,359,24
3949,408,34
3949,456,21
3949,538,9
3949,549,23
3949,2151,51
3949,2185,7
3949,2302,4
3949,2342,1
3949,2456,4
3949,2698,18
3949,2982,80
3949,2995,3
3950,464,1
3950,2208,1
3950,2210,18
3950,2344,121
3950,2766,5
3951,831,86
3951,2345,2
3952,2346,46
3953,3772,1
3954,2349,1
3955,178,9
3955,667,5
3955,1350,20
3955,1802,15
3955,2139,5
3955,2164,95
3955,2269,21
3955,2311,30
3955,2397,2
3955,3917,23
3956,1463,47
3956,1720,9
3956,2353,1
3957,2425,11
3958,2982,2
3959,2358,5
3960,2359,5
3960,2989,1
3962,2362,5
3964,1311,31
3964,2364,5
3965,2027,11
3965,2395,1
3965,2465,4
3966,2367,6
3967,3917,8
3968,1783,9
3968,2047,2
3968,2369,7
3969,2370,5
3971,2462,5
3972,2374,4
3973,2375,2
3973,2431,1
3974,426,6
3974,2360,7
3974,2376,5
3975,2301,3
3975,2377,97
3975,2863,2
3975,4019,2
3977,2379,6
3980,2383,5
3980,3018,108
3981,514,61
3981,2384,5
3982,2462,32
3983,2462,5
3984,2387,5
3985,2388,4
3987,2394,7
3987,2464,43
3988,2394,1
3990,2401,2
3990,2421,3
3991,194,38
3991,1244,19
3991,1292,12
3991,2403,5
3991,3130,37
3992,1311,1
3992,2406,4
3995,2977,3
3996,1840,58
3996,2007,17
3996,2418,3
3996,2451,19
3996,4004,21
3997,2180,17
3997,2749,23
3997,2982,7
3998,764,40
3998,2418,3
4000,2420,2
4002,2977,2
4004,568,68
4004,741,2
4004,839,53
4004,2134,7
4004,2366,5
4004,2418,2
4004,2429,73
4004,2449,58
4004,2784,3
4004,2863,18
4004,2971,56
4004,3021,5
4004,3661,65
4005,2185,6
4005,2189,8
4005,2302,10
4005,2336,1
4005,2995,2
4006,365,86
4006,568,51
4006,711,64
4006,826,34
4006,1746,13
4006,2429,3
4007,2432,1
4009,711,5
4009,789,25
4009,2293,23
4009,3973,1
4011,306,50
4011,386,78
4011,544,14
4011,583,19
4011,2359,21
4011,2393,1
4011,2408,4
4011,2449,20
4011,2456,47
4011,2705,1
4011,2982,82
4012,2465,3
4013,1042,22
4013,2456,1
4014,2460,3
4015,530,1
4015,633,274
4015,686,43
4015,2425,4
4015,2443,1
4015,2995,74
4017,2445,1
4018,2327,4
4018,2446,1
4019,599,6
4019,715,2
4019,2377,2
4019,2456,1
4020,761,43
4020,2292,1
4020,2449,2
4020,2451,2
4020,2460,3
4021,1956,89
4021,2123,3
4021,2378,5
4021,2450,1
4023,2454,1
4023,2458,31
4024,92,71
4024,2334,1
4024,2453,31
4024,2456,1
4025,2458,3
4026,64,6
4026,443,77
4026,1793,29
4026,2372,5
4026,2379,1
4026,2382,5
4026,2419,4
4026,2977,86
4026,2982,1
4026,2989,31
4026,3865,2
4027,2436,1
4027,2438,3
4027,2450,1
4027,2453,2
4027,2460,2
4028,667,75
4028,832,86
4028,3917,2
4029,2462,4
4030,2390,10
4030,2429,1
4030,2435,3
4030,2444,3
4030,2464,3
4030,3196,1
4031,2363,3
4031,2395,3
4031,2465,11
4031,2466,1
4032,2471,41
4033,2051,10
4033,2473,1
4034,86,47
4034,2474,2
