origin,dest,count
3634,1635,1
3635,1001,19
3635,1015,21
3635,1246,17
3635,1395,1
3635,1435,3
3635,1447,1
3635,1475,4
3635,1479,9
3635,1483,5
3635,1631,2
3635,1636,1
3635,2403,2
3635,2919,21
3635,2921,16
3635,3206,3
3636,985,14
3636,1254,8
3636,1409,18
3636,1412,13
3636,1621,13
3636,1638,1
3636,1642,26
3638,1430,2
3638,1640,1
3639,54,102
3639,80,47
3639,87,120
3639,1144,102
3639,1269,10
3639,1310,7
3639,1344,23
3639,1418,135
3639,1435,53
3639,1445,10
3639,1621,120
3639,1632,1
3639,1641,1
3639,3180,143
3639,3281,47
3639,3444,53
3639,3480,1
3640,1642,4
3641,1264,13
3641,1395,2
3641,1637,143
3641,1643,1
3642,35,1
3642,1176,5
3642,1626,61
3642,3206,1
3642,3364,1
3649,2379,21
3651,2403,79
3652,1659,23
3654,1753,7
3655,1669,25
3656,1670,25
3658,1673,13
3659,1674,6
3660,1675,6
3662,1684,106
3663,1689,31
3665,2372,22
3666,1781,22
3668,2419,23
3669,1921,52
3671,1707,43
3674,1715,7
3678,2449,24
3682,1732,9
3682,2347,3
3682,3682,7
3683,1733,29
3689,2424,69
3692,1753,44
3692,2420,76
3696,1758,36
3700,1772,152
3704,1778,54
3706,1782,48
3711,2201,41
3713,1797,215
3717,1805,53
3718,1806,46
3722,1904,45
3723,1815,78
3725,1820,17
3728,2335,9
3729,2172,64
3731,1838,55
3732,1789,63
3732,1839,47
3735,1843,31
3736,1844,23
3736,2441,46
3737,1845,18
3737,1919,46
3737,3737,71
3739,2189,74
3740,3973,54
3742,1811,67
3742,1857,22
3742,1926,69
3743,1705,52
3743,1859,49
3744,1861,68
3744,2271,98
3747,3882,60
3748,1867,51
3758,1889,37
3759,2456,58
3760,1894,57
3762,1896,61
3764,1883,66
3764,2031,40
3765,1901,39
3769,1914,27
3770,1910,22
3771,1824,48
3771,1911,19
3771,2120,119
3772,1912,21
3773,1914,39
3774,1915,50
3776,2128,24
3777,1921,39
3778,1926,42
3783,1939,32
3783,2278,27
3787,1726,11
3787,1979,58
3787,2019,35
3791,1817,46
3791,1848,51
3791,1936,38
3791,1951,33
3791,2071,35
3791,2276,18
3791,2422,47
3791,2466,2
3799,1816,33
3799,1874,24
3799,1905,18
3799,2141,45
3801,2367,41
3804,1991,37
3805,2003,12
3808,2418,32
3811,2018,51
3812,2019,36
3813,1823,53
3813,2020,38
3819,2396,13
3821,2031,13
3821,2404,25
3822,2035,19
3824,2435,31
3824,3206,39
3826,2048,49
3830,2061,32
3831,2062,55
3832,2064,29
3834,2072,30
3837,2075,34
3840,3206,34
3843,3977,22
3847,2140,53
3850,2424,28
3851,2104,92
3851,3851,29
3852,2106,45
3853,2313,39
3855,2113,11
3856,2025,47
3856,2321,18
3857,1714,51
3857,1933,63
3857,2116,32
3857,2313,46
3857,3857,84
3859,2120,33
3861,2123,44
3865,2128,28
3866,2342,54
3867,2299,29
3867,2324,54
3868,2164,23
3871,2142,10
3872,2143,45
3873,2145,44
3874,2147,55
3876,3970,8
3878,2077,32
3878,2140,56
3878,2157,37
3879,2405,47
3881,2165,29
3882,1801,46
3882,2059,40
3882,2167,35
3882,2428,5
3883,1957,33
3883,2018,47
3883,2170,20
3883,2399,42
3885,1712,5
3885,2179,45
3888,1776,42
3888,1813,51
3888,1869,46
3888,1989,24
3888,2123,46
3888,2184,17
3889,2188,16
3890,2164,37
3890,2190,38
3891,2395,30
3892,2376,144
3892,2408,26
3893,2199,18
3894,2201,39
3894,2206,66
3894,3894,21
3895,2179,31
3895,2202,35
3896,2220,35
3897,1671,6
3897,2204,22
3897,2236,27
3901,2297,14
3902,2248,16
3903,1296,24
3903,2217,17
3904,2314,25
3905,2297,38
3906,2223,13
3907,2224,39
3908,2212,16
3908,2396,29
3909,2093,28
3909,2229,23
3909,4020,26
3911,786,22
3911,2235,19
3912,2063,37
3912,2237,26
3913,1799,60
3913,2127,60
3913,2238,20
3914,1719,37
3914,2240,12
3914,3206,46
3914,3736,46
3915,2243,39
3916,2251,66
3916,2400,6
3916,2439,19
3919,161,2
3919,234,97
3919,296,178
3919,613,2
3919,2252,75
3919,3543,6
3919,3594,52
3920,3916,15
3920,3977,20
3921,2255,29
3923,2258,69
3926,2263,42
3927,2264,57
3928,2269,30
3929,1695,22
3929,1875,64
3929,1985,78
3929,2270,29
3929,2419,57
3929,3883,44
3930,1872,39
3930,2120,42
3930,2190,39
3930,2268,45
3930,2272,22
3931,2246,36
3931,2256,7
3931,2274,3
3931,2306,30
3932,2278,32
3933,2279,18
3934,2237,39
3934,2282,36
3935,2046,47
3935,2121,37
3935,2211,54
3935,2283,44
3937,2285,5
3938,2291,21
3940,2295,22
3942,2298,42
3944,2306,10
3944,3581,60
3945,2307,20
3946,2309,22
3947,2310,18
3951,2182,22
3951,2317,25
3952,2314,6
3952,2318,32
3953,2319,28
3954,2321,34
3955,2447,27
3956,2325,9
3957,2327,61
3958,2316,36
3958,2328,20
3959,2297,28
3959,2331,29
3960,2332,5
3961,2028,9
3961,2335,52
3962,2337,4
3963,1759,55
3963,2340,17
3964,2023,7
3964,2341,17
3966,2418,44
3966,3808,23
3967,1898,45
3967,2212,74
3967,2396,9
3968,2352,9
3969,2353,4
3970,1752,19
3970,1791,55
3970,1927,40
3970,2032,25
3970,2232,9
3970,2355,2
3970,3970,206
3971,1740,37
3971,2356,8
3972,2357,32
3973,1810,65
3973,1841,52
3973,2358,7
3974,2089,17
3974,2359,26
3975,2207,49
3975,2361,9
3976,2362,13
3977,1779,50
3977,1790,62
3977,1802,67
3977,1837,38
3977,1864,45
3977,1886,27
3977,2074,22
3977,2178,21
3977,2251,7
3977,2301,25
3977,2363,11
3977,2400,3
3978,2365,9
3979,2367,26
3980,106,3
3980,1137,25
3980,1766,72
3980,2370,1
3980,3206,20
3984,2379,10
3984,3655,21
3985,2380,49
3986,2381,5
3987,2382,10
3988,2345,70
3988,2418,7
3989,1691,22
3989,2474,8
3989,2809,11
3990,1928,33
3990,2418,56
3990,2938,133
3990,3966,34
3991,2389,102
3992,2392,9
3993,2394,11
3994,2396,24
3995,2397,43
3996,2401,57
3997,1976,51
3997,2404,6
3998,2051,43
3998,2405,17
3999,2407,31
4000,2376,4
4000,2409,17
4003,2456,19
4004,2368,12
4004,2414,16
4004,2446,11
4005,2415,16
4005,2448,24
4006,2417,14
4007,1623,4
4007,2345,11
4007,2418,1
4008,2013,55
4008,2420,1
4009,2423,1
4010,2112,35
4010,2424,2
4011,2382,3
4011,2429,1
4012,1737,2
4012,2431,34
4013,1918,54
4013,2432,30
4015,2435,10
4016,2436,4
4017,170,4
4017,1635,29
4017,1853,56
4017,2439,9
4018,1493,27
4018,1773,70
4018,1863,45
4018,2004,34
4018,2055,45
4018,2435,54
4018,2440,9
4019,2441,2
4020,2442,8
4021,2210,38
4021,2444,46
4021,4021,23
4022,2151,39
4022,2168,76
4022,2414,83
4022,2446,5
4023,1722,24
4023,2449,1
4024,2451,2
4025,2037,68
4025,2454,9
4026,2455,28
4027,1968,44
4027,2155,32
4027,2411,12
4027,2456,5
4028,2139,47
4028,2162,12
4028,2459,1
4029,2461,1
4030,1676,47
4030,2465,1
4031,2467,1
4032,2471,1
4033,2472,35
4034,2372,11
4034,2473,1
